qid,query
train_1448,"On what day do Robert^3 Wilcox^3 and Walter^3 Turner^3 appear to answer the bill of the Complainant^3 ""Robert Wilcox""^4 ""Walter Turner""^4"
train_1449,"In what state is Berkeley^3 County^3 located ""Berkeley County""^4"
train_1450,"How far from Martinsburg^3 is the Potomac^3 River^3 ""Potomac River""^4"
train_1451,"How many miles from Mercersburg^3 is the Merchant^3 Mill^3 and Distillery^3 ""Merchant Mill""^4"
train_1452,"Who owned the lands of Jefferson^3 County^3 ""Jefferson County""^4"
train_1453,Who conveyed the tract of land to Hoggtown^3
train_1454,"Who obtained a decree in the Chancery^3 District^3 Court^3 hidden at Staunton^3 ""Chancery District Court""^4"
train_1455,"How many subscribers are to sell Jefferson^3 County^3 land ""Jefferson County""^4"
train_1456,"Who sold the land in Jefferson^3 County^3 ""Jefferson County""^4"
train_1457,"Who was the Defendant^3 in the case of John^3 Swann^3 ""John Swann""^4"
train_1458,"On what day does Jeremiah^3 Dunn^3 appear to answer the bill of the Complainant^3 ""Jeremiah Dunn""^4"
train_1459,When was the Subpoena^3 sent to the court
train_1460,In what year were the defendants returned to court
train_1461,"How long did it take for the Berkeley^3 and Jefferson^3 Intelligencer^3 to keep a copy of the order ""Jefferson Intelligencer""^4"
train_1462,"Who was the defendant in Catherine^3 Mot^3 vs Complainant^3 ""Catherine Mot""^4"
train_1463,"Along^3 with Benjamin^3 Couchman^3 Frederick^3 Couchman^3 Malachi^3 Couchman^3 and Malachi^3 Couchman^3 who was the defendant ""Benjamin Couchman Frederick Couchman Malachi Couchman""^4 ""Malachi Couchman""^4"
train_1464,Who did the Complainant^3 ask to appear on the April^2 20^2 1807^2 after the third April^2 21^2 1807^2 in April^2 1807^2 next
train_1465,Which defendant did the Complainant^3 ask to appear on the April^2 20^2 1807^2 after the third April^2 21^2 1807^2 in April^2 1807^2 next
train_1466,Who did the defendants appear to answer the bill of the Complainant^3 on the April^2 20^2 1807^2 after the third April^2 21^2 1807^2 in April^2 1807^2 next
train_1467,Who does the defendants appear to answer on the April^2 20^2 1807^2 after the third April^2 21^2 1807^2 in April^2 1807^2 next
train_1468,What was the name of the defendant who ran away from the subscriber on April^2 23^2 1807^2 the 9th^2 instant
train_1469,Who ran away from the subscriber on April^2 23^2 1807^2 the 9th^2 instant
train_1470,"What is the name of the person who is on the list of dead letters in Charleston^3 s General^3 Post^3 Office^3 ""General Post Office""^4"
train_1471,"What are the names of the defendants in the Charleston^3 Post^3 Office^3 ""Charleston Post Office""^4"
train_1472,"Along^3 with Thomas^3 Brackenridge^3 Samson^3 Boon^3 and Benjamin^3 Bell^3 who is on the list of dead letters in the General^3 Post^3 Office^3 ""Thomas Brackenridge Samson Boon""^4 ""Benjamin Bell""^4 ""General Post Office""^4"
train_1473,"Along^3 with Benjamin^3 Bell^3 and Thomas^3 Brackenridge^3 who is on the list of dead letters in Charleston^3 s General^3 Post^3 Office^3 ""Benjamin Bell""^4 ""Thomas Brackenridge""^4 ""General Post Office""^4"
train_1474,"When was the New^3 York^3 Evening^3 Post^3 published ""New York Evening Post""^4"
train_1475,Who expressed a more despicable opinion of Burr^3
train_1476,"Who did Dr^3 Cooper^3 allude to in a conversation with Colonel^3 Burr^3 ""Dr Cooper""^4 ""Colonel Burr""^4"
train_1477,"When did Colonel^3 Burr^3 receive his letter ""Colonel Burr""^4"
train_1478,"Who did the rumors derogatory to Colonel^3 Burr^3 originate with ""Colonel Burr""^4"
train_1479,Who placed the controversy in Burr^3 s letter of the 21st^2 inst
train_1480,"When was the controversy placed by General^3 Hamilton^3 ""General Hamilton""^4"
train_1481,Whose^3 opinion on the necessity of a personal inter view has not been diminished by the General^3 s last letter
train_1482,"Who did General^3 Pendleton^3 send the letter to ""General Pendleton""^4"
train_1483,Who will have due weight in deciding on the expediency of adding gun boats from year to year
train_1484,When was the quorum formed for the meeting of Congress^3
train_1485,On what day was a quorum formed for the meeting of Congress^3
train_1486,What body was a quorum formed on November^2 05^2 1804^2
train_1487,How many members were present at the meeting of Congress^3
train_1488,"Who died in the room of Christopher^3 Clark^3 ""Christopher Clark""^4"
train_1489,"Who was appointed a senator of the United^3 States^3 by John^3 Smith^3 ""United States""^4 ""John Smith""^4"
train_1490,"Who appointed Samuel^3 Hiker^3 a senator of the United^3 States^3 ""Samuel Hiker""^4 ""United States""^4"
train_1491,"Samuel^3 Hiker^3 was appointed a senator of what country ""Samuel Hiker""^4"
train_1492,"Who resigned in the room of Thompson^3 J^3 Skinner^3 ""Thompson J Skinner""^4"
train_1493,"Simon^3 Lamed^3 resigned in the room of who ""Simon Lamed""^4"
train_1494,Who motioned that the clerk notify the Senate^3 that a quorum of the House^3 was formed and ready to proceed to business
train_1495,Who was the clerk of the Senate^3
train_1496,Who did the clerk notify that a quorum of the House^3 was formed and ready to proceed to business
train_1497,"Along^3 with Findley^3 Livingston^3 Kennedy^3 Eppes^3 Clagett^3 and Elmer^3 who was on the committee of Elections^3 ""Findley Livingston Kennedy Eppes Clagett""^4"
train_1498,"Along^3 with Findley^3 Varnum^3 Kennedy^3 Eppes^3 Clagett^3 and Elmer^3 who was on the committee of Elections^3 ""Findley Varnum Kennedy Eppes Clagett""^4"
train_1499,Who was on the committee of Commerce^3 and Manufactures^3
train_1500,"Along^3 with Holmes^3 Chamberlain^3 Stanford^3 Plater^3 and Bedinger^3 who was a member of the committee of Claims^3 ""Holmes Chamberlain Stanford Plater""^4"
train_1501,"Along^3 with Chamberlain^3 Plater^3 and Bedinger^3 who was a member of the committee of Claims^3 ""Chamberlain Plater""^4"
train_1502,"Along^3 with Holmes^3 Stanford^3 Plater^3 and Bedinger^3 who was a member of the committee of Claims^3 ""Holmes Stanford Plater""^4"
train_1503,"Along^3 with Holmes^3 Chamberlain^3 Stanford^3 Bedinger^3 and Chamberlain^3 who was a member of the committee of Claims^3 ""Holmes Chamberlain Stanford Bedinger""^4"
train_1504,"Along^3 with Messrs^3 Tenney^3 and Earle^3 who was on the committee of revision and unfinished business ""Messrs Tenney""^4"
train_1505,"Along^3 with Dickson^3 Tenney^3 and Dickson^3 who was on the committee of revision and unfinished business ""Dickson Tenney""^4"
train_1506,"Who requested information from the Chair^3 as to the situation in which the articles of impeachment against Samuel^3 Chase^3 were left at the last session ""Samuel Chase""^4"
train_1507,"Who was one of the associate justices of the supreme court of the United^3 States^3 ""United States""^4"
train_1508,"How many associate justices were impeached against Samuel^3 Chase^3 ""Samuel Chase""^4"
train_1509,"What court was Samuel^3 Chase^3 a member of ""Samuel Chase""^4"
train_1510,"Who was the President^3 requested to present to Captain^3 Stephen^3 Decatur^3 in the name of ""Captain Stephen Decatur""^4"
train_1511,"How long was the pay for the officers and crew of the Ketch^3 Intrepid^3 ""Ketch Intrepid""^4"
train_1512,"Who entertained Captain^3 Decatur^3 s gallantry good conduct and services ""Captain Decatur""^4"
train_1513,How many guns did the Tripolitan^3 frigate have
train_1514,Who was the late of the Boston^3 frigate
train_1515,"When was George^3 Little^3 s petition presented for indemnity against a judgment in the Supreme^3 Court^3 ""George Little""^4 ""Supreme Court""^4"
train_1516,When did Griswold^3 move to postpone the consideration of the resolution reported by the committee of the whole until
train_1517,"Who suggested that the President^3 of the United^3 States^3 be requested to cause to be laid before this house ""United States""^4"
train_1518,On what day was the house adjourned
train_1519,Who was the captain of the Pilgrim^3
train_1520,"Who threatened General^3 Le^3 Fort^3 with Siberia^3 ""General Le Fort""^4"
train_1521,"Who ordered the Public^3 Commissary^3 to surround the house with soldiers and find out who the emissaries of Pitt^3 were ""Public Commissary""^4"
train_1522,"When was the letter from an officer of rank at New^3 Orleans^3 sent to his correspondent in Boston^3 ""New Orleans""^4"
train_1523,"Who elected Maxwell^3 Bines^3 as President^3 and Vice^3 President^3 ""Maxwell Bines""^4 ""Vice President""^4"
train_1524,"When did the Delaware^3 Legislature^3 elect Maxwell^3 Bines^3 ""Delaware Legislature""^4 ""Maxwell Bines""^4"
train_1525,"Who was elected President^3 and Vice^3 President^3 of Delaware^3 ""Vice President""^4"
train_1526,"Who was elected a senator of the United^3 States^3 for the state of Delaware^3 ""United States""^4"
train_1527,"What country was James^3 A Bayard^3 elected a senator from ""James A Bayard""^4"
train_1528,"What state did James^3 A Bayard^3 represent ""James A Bayard""^4"
train_1529,In what state is Bayard^3 well regarded
train_1530,"How many leagues above the river Kansas^3 is the Platte^3 River^3 ""Platte River""^4"
train_1531,"How many Osage^3 warriors live near the Platte^3 River^3 ""Platte River""^4"
train_1532,How long has it been since the Osage^3 took refuge
train_1533,"How many leagues up the Platte^3 River^3 do the Panis^3 live ""Platte River""^4"
train_1534,What river is the nation of the Panis^3 located on
train_1535,How many leagues above the mouth of the Missouri^3 river is the Ayaoa^3
train_1536,How many warriors did the Ayaoa^3 have
train_1537,What city is the Ayaoa^3 about 900^2 leagues above
train_1538,"When was the governor of Upper^3 Louisiana^3 authorized to make a survey of any extent ""Upper Louisiana""^4"
train_1539,"How many Parisian^3 Arpents^3 produce on average twelve hundred pounds of sugar ""Parisian Arpents""^4"
train_1540,How much of a mile in depth is planted by the tiers of the ire
train_1541,"What is the depth of a Parisian^3 Arpent^3 ""Parisian Arpent""^4"
train_1542,"How many Alcaldes^3 are there in New^3 Orleans^3 ""New Orleans""^4"
train_1543,"How many leagues are around the city of New^3 Orleans^3 ""New Orleans""^4"
train_1544,How long after the date of the decree can an appeal be made to Havana^3
train_1545,"Who is the audiencia that formerly sat at St^3 Domingo^3 ""St Domingo""^4"
train_1546,How long does it take for land to be cried three times before it can be sold
train_1547,When were the Alcaldes^3 de Barrio^3 established
train_1548,How many Alcaldes^3 de Barrio^3 were established
train_1549,How many Alcaldes^3 de Barrio^3 are there for each quarter of the city
train_1550,How many lawyers are in the Alcaldes^3 de Barrio^3
train_1551,How much does a notary get for every half signature
train_1552,How many fourths of a dollar is given for every attendance at a sale
train_1553,How much is the notary allowed to pay for the assistance of two and a half hours
train_1554,How many hours is a notary allowed to attend a business
train_1555,"How many counsellors have sometimes resided at New^3 Orleans^3 ""New Orleans""^4"
train_1556,"Who passed the bill to repeal an act to establish an uniform system of BANKRUPTCY^3 through the United^3 States^3 ""United States""^4"
train_1557,The bill to repeal an act to establish an uniform system of BANKRUPTCY^3 through which country was read the third time
train_1558,Who passed the bill that authorizes hostilities against Morocco^3
train_1559,How many percent of the net proceeds of the lands lying within the state of Ohio^3 were applied by law
train_1560,Who sold the lands lying within the state of Ohio^3
train_1561,When was the provision made by law for the application of one twentieth part of the net proceeds of the lands lying within the state of Ohio^3
train_1562,"Who passed an act to allow the people of the E^3 division of the territory North^3 West^3 of the river Ohio^3 to form a constitution and state government ""North West""^4"
train_1563,"Captain^3 Bainbridge^3 was a frigate from what city ""Captain Bainbridge""^4"
train_1564,On what date was the Constitution^3 frigate within two days sail of Gibraltar^3
train_1565,"How long did it take for Captain^3 Preble^3 to sail to Gibraltar^3 ""Captain Preble""^4"
train_1566,"Along^3 with Kustis^3 Sands^3 M^3 Creery^3 and Dana^3 who was a member of the delegation ""Kustis Sands M Creery""^4"
train_1567,"When did Capt^3 Gibbs^3 pass Calais^3 ""Capt Gibbs""^4"
train_1568,Who was the commanding officer of the Duagenesa^3
train_1569,How long before Brown^3 sailed was a report prevalent in Lisbon^3
train_1570,Who had fallen in with off Brest^3
train_1571,"How many sails did Admiral^3 Cornwallis^3 have off Brest^3 ""Admiral Cornwallis""^4"
